userid,label,friends/follower,inf,type1,type2,type3,times,,,,,,,,,,,
56138977,1,1.465602433,0,0.887755102,0,0.112244898,1,1,1,0,0,0,0,1,1,0,1,1
56600808,1,7.652509653,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
56612338,1,12.12244898,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56682712,1,3.745283019,0,0.573333333,0.413333333,0.013333333,0,1,0,0,0,0,0,0,0,1,1,1
56740037,1,1.625441696,0,0.928571429,0,0.071428571,1,1,1,1,0,0,0,1,0,0,1,0
56816007,1,2.411111111,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1
56864026,1,2.529093369,0,0.876470588,0,0.123529412,1,1,0,0,0,0,1,1,0,0,0,0
57119153,1,2.053125,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
57210999,1,13.51960784,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
57213010,1,13.43333333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
57281658,1,8.170212766,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57287181,1,4.895348837,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57312480,1,6.177419355,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57319540,1,6.782608696,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57332734,1,7.224489796,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57397725,1,2.861788618,0,0.75,0,0.25,1,0,0,0,0,0,0,1,0,0,1,1
57518018,1,0.845731192,0,0.5359375,0.00125,0.4628125,1,0,1,0,0,0,0,0,1,1,1,1
57753218,1,6.919298246,0,0.916666667,0,0.083333333,0,0,0,0,0,0,1,1,0,0,1,1
58442027,1,7.6875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
58445598,1,6.682539683,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
58624454,1,4.55952381,0,0.86440678,0.016949153,0.118644068,0,1,0,0,0,0,0,0,0,0,1,1
58731168,1,5.5,0,0.648208469,0,0.351791531,0,0,1,1,0,0,0,0,1,1,1,0
58949484,1,6.261538462,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
59434448,1,6.962962963,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
59435295,1,5.32183908,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
59507538,1,0.621417798,0,0.586538462,0.074519231,0.338942308,1,1,1,1,0,0,0,0,0,1,1,1
59904140,1,0.962732919,0,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0
60022898,1,6.894736842,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60024529,1,5.4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
60088951,1,2.575704225,0,0.955128205,0,0.044871795,1,0,0,0,1,0,1,0,1,1,1,0
60111320,1,2.252023121,0,0.861386139,0,0.138613861,1,1,1,0,0,0,0,0,0,1,0,0
60201294,1,6.444444444,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
60430191,1,8.473684211,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
60430205,1,6.37704918,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
60712050,1,4.22907489,0,0.936507937,0.007936508,0.055555556,1,0,0,0,0,0,0,1,1,1,1,1
60833127,1,9.653061224,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
61142555,1,5.775862069,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61222083,1,6.098360656,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
61408308,1,5.277777778,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
61411155,1,6.092105263,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61508731,1,1.540433925,0,0.756058158,0,0.243941842,1,0,0,0,0,0,1,1,1,0,1,1
61525595,1,1.478768082,0,0.895393474,0,0.104606526,1,0,0,0,0,0,0,1,1,1,1,1
61710426,1,5.896551724,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
61710961,1,5.487179487,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
61885447,1,1.356892932,0,0.755208333,0.005208333,0.239583333,1,0,1,0,0,0,0,0,1,1,1,0
61947861,1,3.690909091,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61987475,1,7.508474576,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
61990631,1,6.1875,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
61991575,1,5.333333333,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
62143598,1,1.96350365,0,0.850364964,0,0.149635036,1,1,1,0,0,0,0,0,1,1,1,0
62227184,1,1.333333333,0,0.571428571,0.095238095,0.333333333,0,0,0,0,0,0,1,1,1,1,1,0
62349135,1,1.172157279,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
62379266,1,2.120762712,0,0.803212851,0.004016064,0.192771084,1,0,0,0,0,0,0,1,1,1,1,1
62395679,1,2.330199765,0,0.75,0,0.25,1,1,1,0,0,0,0,0,0,1,1,0
62408129,1,9.029411765,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1
62457855,1,5.910714286,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
62459582,1,7.130434783,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
62463631,1,6.872340426,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
62463639,1,5.065789474,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
62611164,1,4.307526882,0,0.615384615,0.025641026,0.358974359,0,0,0,0,0,0,0,0,1,1,1,0
62637115,1,1.677046263,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1
62643392,1,1.306910569,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1
62938941,1,2.235697941,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
63065682,1,7.082568807,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
63074400,1,6.95959596,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
63074890,1,5.096491228,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
63255441,1,3.933110368,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
63312941,1,1.919370698,0,0.842105263,0,0.157894737,0,1,0,0,0,0,0,0,1,1,1,0
63579810,1,14.5,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
63857144,1,3.347540984,0,0.738095238,0,0.261904762,0,1,0,0,0,0,1,1,1,1,0,1
63871003,1,1.486265776,0,0.836248013,0.144674086,0.019077901,1,1,0,0,0,0,0,1,1,1,0,0
63901521,1,2.931185944,0,0.952380952,0.047619048,0,0,0,1,0,0,0,0,0,1,1,1,1
64148519,1,6.918367347,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64152501,1,10.95454545,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
64222725,1,1.184201566,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
64223014,1,30,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
64244316,1,34.75609756,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
64293872,1,34.19047619,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
64297402,1,2.406326034,0,0.976190476,0,0.023809524,0,0,0,1,0,0,0,0,1,1,1,1
64310675,1,6.295774648,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
64343774,1,8.775510204,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0
64460373,1,19.82051282,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64473068,1,38.35135135,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
64489557,1,21.53623188,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64510428,1,28.33333333,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
64535153,1,1.321469575,0,0.6140625,0.0040625,0.381875,1,1,0,0,0,0,0,0,1,1,1,1
64625268,1,25.44827586,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
64631194,1,10.16666667,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
64633398,1,23.48387097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64636395,1,33.72093023,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
64645992,1,7.103773585,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
64646242,1,27.02173913,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64646508,1,5.626168224,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
64653115,1,7.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
64653363,1,31.56818182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
64669097,1,21.32835821,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
64672291,1,32.46666667,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
64725115,1,3.401360544,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
64769932,1,23.83870968,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
64927043,1,21.87142857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
64935032,1,19.3164557,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
64948442,1,3.947712418,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
64956183,1,23.5625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64957800,1,24.88679245,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
64966850,1,24.7704918,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64972830,1,22.9375,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
64973721,1,28.60377358,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
64982724,1,5.616666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64985685,1,1.652210175,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
64987143,1,23.65079365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64987715,1,26.32727273,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
64993626,1,23.15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
64995824,1,25.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
65003677,1,27.625,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
65018762,1,30.04166667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
65027217,1,24.19672131,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
65031866,1,23.70491803,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
65177403,1,1.324444444,0,0.891440501,0,0.108559499,1,0,0,0,0,0,0,0,0,1,1,1
65231459,1,29.52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
65236671,1,36.475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
65253482,1,23.30769231,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
65257967,1,29.38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
65258782,1,31.62222222,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
65268327,1,28.80769231,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
65273246,1,24.34482759,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
65273461,1,22.58208955,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
65274458,1,30.58333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
65296854,1,5.3515625,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
65300197,1,26.85454545,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
65301068,1,5.060869565,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
65302410,1,9.036144578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65302431,1,5.027027027,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
65332295,1,26.72727273,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
65332940,1,26.52631579,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
65354068,1,3.680851064,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
65535523,1,3.307692308,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65574379,1,5.194690265,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
65576451,1,5.059259259,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
65732429,1,0.783018868,0,0.777777778,0.222222222,0,1,0,0,0,0,0,0,0,1,1,1,1
65965143,1,7.607142857,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65966240,1,8.46031746,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65968933,1,6.788888889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65969252,1,7.051948052,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66013875,1,0.990825688,0,0.75,0.25,0,1,1,1,1,0,1,0,0,0,0,0,0
66026046,1,0.996672716,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1
66060473,1,25.49122807,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
66086468,1,12.06666667,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
66168299,1,35.95238095,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66168720,1,27.13793103,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66203558,1,28.69230769,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66208602,1,3.382352941,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66228550,1,21.93939394,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66286914,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66288366,1,9.222222222,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1
66582238,1,3.374358974,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66812868,1,2.521220159,0,0.63583815,0,0.36416185,0,1,1,0,0,0,0,0,0,1,0,1
67004994,1,9.125,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1
67242514,1,6.135802469,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67242807,1,6.45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67243343,1,6.020408163,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67243652,1,4.41025641,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67243929,1,6.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67250073,1,5.762962963,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67250654,1,3.19047619,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67252490,1,6.963302752,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67271221,1,3.496688742,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67287406,1,5.197183099,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
67372763,1,0.826388889,0,0.74,0.26,0,0,0,0,0,0,0,0,0,1,1,1,1
67380452,1,5.292349727,0,0.896551724,0.103448276,0,1,0,0,0,0,0,0,0,1,1,1,0
67590286,1,3.168367347,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67592601,1,6.377192982,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67592923,1,7.552083333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67593743,1,6.362068966,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67595009,1,2.770833333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67598048,1,3.07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67598438,1,5.908396947,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67599641,1,3.884892086,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67600513,1,3.805755396,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67601742,1,2.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67602604,1,3.420118343,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67602666,1,2.948453608,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67603546,1,3.183333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67603955,1,3.0625,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67604511,1,3.557692308,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67609542,1,3.377142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67844841,1,6.682242991,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67845596,1,3.276836158,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67847516,1,3.079545455,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67847720,1,2.984771574,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67848204,1,2.849514563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67848632,1,3.252747253,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67849337,1,3.26519337,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67853254,1,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68087776,1,2.642533937,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68089873,1,3.289617486,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68094291,1,7.581632653,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68096615,1,3.223350254,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68156668,1,7.475285171,0,0.788043478,0,0.211956522,1,1,0,0,0,0,0,0,1,1,1,1
68195984,1,3.719298246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68198222,1,3.859649123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68202161,1,4.37254902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68203632,1,3.630769231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68246597,1,13,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
68248735,1,2.170648464,0,0.891025641,0.003205128,0.105769231,1,1,1,1,0,0,0,0,0,0,1,0
68326477,1,6.504587156,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68331474,1,3.087804878,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68332605,1,6.129310345,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68333966,1,3.189944134,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68335725,1,7.3125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68336889,1,3.14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68338641,1,3.106145251,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68918886,1,2.633187773,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68923257,1,3.622047244,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68925748,1,2.853773585,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68930667,1,2.63876652,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68932122,1,5.80952381,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68934868,1,2.935185185,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69166500,1,3.382352941,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69166562,1,4.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69167109,1,3.689655172,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69169633,1,4.490566038,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69175199,1,3.846153846,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69201180,1,1.127280626,0,0.294117647,0.705882353,0,0,0,1,1,0,0,1,1,0,0,0,0
69202294,1,2.637450199,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69203154,1,2.509803922,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69203454,1,3.223404255,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69203721,1,5.880733945,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69203734,1,3.231638418,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69204121,1,2.870192308,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69214769,1,3.352272727,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69218407,1,3.668831169,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69218467,1,2.843601896,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69218476,1,3.694805195,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69218933,1,2.919191919,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69219253,1,2.878640777,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69220675,1,3.352272727,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69280475,1,10.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
69321305,1,0.876093294,0,0.791666667,0.1875,0.020833333,0,0,0,0,0,0,0,0,1,1,1,1
69490503,1,7.088235294,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69490847,1,7.567901235,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69490855,1,8.085714286,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69492036,1,3.377777778,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69492703,1,4.057553957,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69496874,1,6.458715596,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69498134,1,3.966666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69499582,1,3.951388889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69501900,1,3.397727273,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69502707,1,3.38547486,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69503450,1,5.68503937,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69504535,1,3.280898876,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69505028,1,3.542682927,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69507754,1,6.01754386,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69509049,1,3.194736842,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69509396,1,3.763975155,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69510341,1,3.18579235,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69744581,1,1.097706879,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1
69772780,1,3.778571429,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69786398,1,5.866071429,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69908675,1,7.670542636,0,0.946666667,0,0.053333333,0,0,0,0,0,0,0,1,1,1,1,1
70071077,1,3.529411765,0,0.9934375,0,0.0065625,0,0,1,1,1,1,1,0,1,0,0,0
70109707,1,2.693069307,0,0.833333333,0,0.166666667,0,1,1,1,0,1,1,0,0,0,0,1
70257280,1,8.556291391,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
70464419,1,0.817192601,0,0.766666667,0.233333333,0,0,0,0,0,0,0,0,0,1,1,1,0
70811875,1,3.839458414,0,0.902439024,0.073170732,0.024390244,1,0,1,0,0,0,0,0,0,0,1,1
70852546,1,26.22857143,0,0.466666667,0,0.533333333,0,0,0,0,0,1,0,0,1,1,0,0
70852880,1,2.507462687,0,0.013740458,0,0.986259542,0,1,1,1,0,0,0,0,0,0,1,0
70888376,1,3.126182965,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
70979223,1,0.863753213,0,0.6875,0.3125,0,0,0,0,0,0,0,0,0,1,1,1,0
70981350,1,7.217712177,0,0.702702703,0.297297297,0,0,0,0,0,0,0,0,0,1,1,1,1
70984080,1,1.955734406,0,0.702702703,0.297297297,0,0,0,0,0,0,0,0,0,1,1,1,1
71222017,1,3.59554731,0,0.911764706,0.029411765,0.058823529,1,0,1,1,0,1,1,0,0,0,0,0
71301269,1,0.904761905,0,0.714285714,0.285714286,0,0,0,0,0,0,0,0,0,1,1,1,1
71328861,1,2.789844852,0,0.528571429,0,0.471428571,0,0,0,0,0,0,1,0,0,1,1,0
71476109,1,2.707423581,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71476927,1,3.054455446,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71478338,1,3.747058824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71479126,1,3.275,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71564424,1,1.366197183,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
71756159,1,5.631284916,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
71760152,1,6.623287671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
71765817,1,3.768472906,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71775302,1,3.129496403,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71776087,1,3.104545455,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
71776565,1,3.158139535,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71776798,1,3.627027027,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
71777252,1,2.579439252,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
71920298,1,3.245098039,0,0.916666667,0,0.083333333,1,0,0,0,0,0,0,0,1,1,1,1
72077978,1,2.516042781,0,0.782608696,0,0.217391304,1,0,0,0,0,0,0,1,0,0,1,1
72124588,1,3.502777778,0,0.352941176,0.382352941,0.264705882,0,0,0,0,0,0,1,1,1,0,0,1
72176678,1,1.276785714,0,0.25,0.680555556,0.069444444,1,0,0,0,0,0,0,1,1,1,1,1
72226449,1,4.991150442,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72231483,1,3.097902098,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72235089,1,3.306451613,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72451328,1,17.12280702,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
72478625,1,6.369047619,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72487115,1,5.258426966,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72493051,1,3.660194175,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72494999,1,3.085271318,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72497929,1,7.087912088,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72497945,1,6.421052632,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72794958,1,3.563636364,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72795613,1,4.161616162,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72798519,1,3.694915254,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72799805,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72889357,1,2.053022269,0,0.72972973,0.27027027,0,1,0,0,0,0,0,0,0,1,1,1,1
72904415,1,1.920870425,0,0.657142857,0.314285714,0.028571429,1,0,0,0,0,0,0,0,1,1,1,1
72979450,1,2.314450867,0,0.71484375,0,0.28515625,1,1,0,0,0,0,0,0,0,0,1,1
