userid,screenname,follower,friend
'265182758,raguguguauau,2,0
'481405227,wuxiaoqiong,22,0
'4687893199,touchdaye,128,0
'1097071046,pajung56,51,0
'606639192,darwin_henry,37,0
'1382044813,YameHo,11,0
'17747227,alaskahobbes,23,0
'367799462,soldenorte,15,0
'1610727428,YaranlOzan,3,0
'614691063,goral1807,25,0
'329746863,obead2019,27,5
'381215569,CarlosPenya7,31,0
'2672261472,fengtu12138,30,0
'4761354932,somehow85,50,0
'1856723960,julieeysseric,9,0
'424797731,rhythmstudies,125,714
'2343743827,dongzhitai,8,0
'3055177539,19850117nikita,5,0
'440901374,FanClubSGBR,49,239
'1925506278,844849661,9,0
'106642088,daeshawn4,8,0
'1680657434,sarah_laird,11,0
'324552281,DiegoMaldonad24,78,0
'2389596281,disgis2,327,0
'55405743,Barca_,11,0
'351665498,minjung990613,32,0
'907857842,KovcsRoland13,16,0
'2522552229,745644950,14,0
'1170159408,lolopol76,66,0
'182457161,buil12,26,0
'172335225,heummie,99,858
'1134935498,xua_L,17,0
'292351483,kornel1996,8,0
'2277336176,bagaty321,16,0
'2408812722,Marek90410227,7,0
'777205001412341760,Boitel29,62,305
'3332427892,tkonrad66,18,0
'887734826203308032,_xJulsx_,340,171
'877629002751639552,sinfreecity,46,0
'2766209776,lilydunnett011,8,0
'108765921,linda10mil_1010,44,0
'747764589576630272,a21339938,18,0
'746955918,JamesHaris2,4,0
'315537584,CWYEmilyKM,7,0
'762199508461629441,lichtll,22,0
'350667380,did1004,11,0
'724292816,sabine_bertrand,19,0
'615563690,luizfilipedeso1,23,0
'1269004705,ammaralhaddad5,58,0
'815437063856209920,unomanun,1,0
'893463061041790976,rinhimitsu,22,0
'2404012775,Shawn0128W,10,0
'278691040,magalhaesyasmin,111,0
'2184688052,CleYager,67,0
'383831089,HumbertoRhaylon,44,0
'2491123483,Musicgodfather,16,0
'712697160144404480,kristinaidiana1,126,0
'108080716,mitchellbryant6,91,0
'249208014,crist0806,108,0
'90614945,linkbuildingser,26,0
'83968817,ferdinanlesmana,172,0
'3329840553,slh_dqn_35,26,129
'2661078552,12238453,2,57
'728373343,momoko0007,16,0
'2726958336,Kupsonekk,3,0
'1217095622,oimenmen,18,0
'2449894627,NeuLookSkin,4,0
'4365572654,zhangrui147,52,0
'4616670744,AIUN2SICMZs4bdq,29,123
'578757127,KoHakuPL,9,0
'2397869960,Lucuyz,2,60
'597647124,amilamil745,10,0
'825383544,AlinaPoebl,3,0
'1471908870,737111,5,0
'2912794847,NikoSplx,22,0
'205583893,pckomplet,88,607
'4750496658,kevin840248178,6,0
'135446282,likiliksa,60,0
'830572460,MrFuagra,28,0
'987409146,Elys1408,7,0
'137348016,_sam1218,14,0
'2182073475,stef_m_67,32,0
'365159192,DanielPeraltaM,102,297
'1531269847,PoyasdeGoma,4,0
'2490451591,ambm13260,7,0
'3379224303,K_herbo01,5,38
'185496664,Nambregas,26,0
'165797211,chaffinch_1981,96,0
'167674592,elann125,3,0
'923789898,eripe123,7,0
'571391351,PortalTutoDown,34,0
'42525554,ch10ry,69,0
'701288794,970559564,7,0
'1963106797,niarrdos,6,0
'1640526660,sara505032704,11,0
'1276646773,sales9292,20,0
'236589197,felissidades,41,0
'384698020,long0504,7,0
'2639901838,XavierPatchidi,1,0
'979332523,SamiaBelBen,10,0
'1591965877,pedrocosta1102,51,0
'2314679792,1Sawai,9,0
'1675405333,samuelngupil,64,0
'472481548,Nuada1449,3,4
'3293214573,barskanina,17,0
'2263643094,BoundryArmy,16,0
'721944734,effort7879,3,4
'900116479,elenashuvaeva96,23,0
'413338938,00_tim,4,0
'3378751444,WiktorKotecki,56,0
'2611242979,743043627,25,0
'525954494,adid_2020,11,0
'295452924,leonardodmartir,14,0
'4865706651,jamesmullen24,27,0
'1419630992,ljj0911x,3,0
'772733678359187456,cheungwaihung3,11,0
'372062054,magrolandia,53,0
'1102022328,Be_DJPayne,19,0
'485507952,bobo__chan,20,0
'1737080466,eagle83961535,5,0
'520368557,leyrerl,187,0
'2689621483,s95saurabh,31,0
'2895207223,fgqq880,44,0
'799670934,SSawinEE,77,0
'84926418,pierpaciugo,5,0
'416571688,Tech_Neks_Ltd,15,0
'743532092,AdelineChauveau,22,0
'705137543944265728,CynagaYT,211,0
'702799764111417344,HiSaneNik,3,0
'2799522220,caiqingtai1,17,0
'271865636,bunkangpark,57,463
'634844851,Bombero7pmontt,8,0
'587835164,VincenzoBianca,15,0
'126306811,asmatwits,30,0
'91950681,GDV321,3,0
'479595546,AndreaPulina,16,0
'321067968,ObeeyyBianca,41,0
'291693896,hretien,2,0
'2756995949,ermenti,1,0
'857097985695592449,angel95362148,53,0
'2845668219,nickjune1968,4,190
'1034760116,lakhani_sheetal,67,0
'727487041278201856,k_angemark,4,0
'2670999326,dvargad1,2,2
'1042852596,Xaniem,5,0
'873559322,AdolfssonHanna,11,0
'804726557109387264,schmidt_voss,10,0
'216229977,brettrettman,7,347
'593157885,LAranhaaa,32,0
'941001883694587904,toxic_camila,7,0
'163878591,sandraalvarezpr,46,0
'933722352596242432,zhaozhenyi00,48,0
'2320926948,Nattinee_nee,9,0
'958873710391447553,JohnBran16,8,0
'813386029,jasonchiang5,3,0
'1039336352,gyorffyvivien,3,0
'392915415,athirson8,9,9
'532729743,laylay143mb,17,0
'4543463113,jakehmc1,8,60
'1202006442,Monciee,29,0
'3072727140,yyj0217,51,0
'115863711,AyakaLR,36,0
'2860837905,BrootMuscle,224,0
'1409131508,monoroci,19,0
'3333213499,queen_of_dreamz,14,0
'633615363,marco0441,20,0
'345701400,dosukebe11,7,0
'841754322,feestpindabeest,23,0
'319452575,PaloSinha,38,0
'407071592,SultanAlrowieli,9,3
'926588479,TangkaiyiuFrank,60,0
'373464510,BaltzarNordstra,8,0
'4041320897,laurajayferg,15,0
'2715531731,YAbdelkabir,2,0
'4161849793,jr090470,19,307
'832394372813570048,ninotopsi,78,0
'1927550306,franroy21,40,0
'853191589,RosscoBhoy123,372,0
'277606407,bigztor,14,1
'9165282,nasserhh,52,0
'373485331,AlyssiaRollins,3,0
'2350385592,HendryPrawira,9,0
'879628999,AlifaSilfi1,7,17
'2744976364,labepop,25,197
'4497420442,onej158,6,0
'4652006911,MoAllen12138,9,0
'1540616839,honoreslater,11,0
'2892530532,351721353Yangzi,20,0
'450527220,leonnilkowski,20,0
'224296094,rawaetv,13,0
'1303597423,domingoscedriqu,19,0
'2936841556,gorserkan,25,0
'2506938837,MarikaTuoto14,231,0
'850335028689154048,ModixYT,45,0
'1479728359,baekmiachan,43,0
'819359845,rahul_kabadi,12,0
'410341846,nathan72010,32,0
'756114662157017088,1988724Leo,58,0
'3230424319,ReKp77Io3Ao08lj,12,0
'746289118187921408,Yoko_rite,18,0
'2241475856,332194398,27,0
'260975312,tabitha0414,7,0
'2410931724,whatFum,26,0
'2328797096,MarsellaTeresia,67,0
'1318794673,bergova_b,13,0
'1968186662,MustaphaRohani,22,0
'1742781006,LRQZL520,13,0
'462360315,winorcrashtryin,34,154
'493181259,Heldeng,17,117
'1234437474,GohWeiting,26,0
'2341101530,mai___co,16,0
'1188771788,militia1756,16,0
'755192743836602368,jannnnn81,4,0
'635684683,76Foon,3,0
'269117015,leesoon8435,12,0
'357667554,Pri_Ilove1D,81,0
'443729648,sarcamlca,13,0
'436377504,gam38777,0,0
'919637103184695298,beyza_bor,67,0
'853297316,AleHevoword,12,0
'181892061,coco_cHAneL91,6,0
'736550218750124032,gisaiahn,39,0
'2262529256,lwmun73,25,0
'1678441147,KhchilaiMohamed,22,0
'2744420575,dnrjrdl,14,8
'2362574269,Wooden_Wong,131,0
'481646331,andrecasi,78,0
'2897929182,jameshewitt2020,48,0
'778845469,ricardo12337,63,0
'634751560,lsmulond,34,11
'810485270130855936,zalorozh,22,0
'744236503,cocacol32487327,65,0
'828883800,120495916qqcom,17,0
'1694379889,mysweetie0403,11,0
'1048630742,lcfletcher1s,17,0
'2333847763,Zswind14,71,0
'634393295,KadriyeArmutlu,27,0
'2734871428,miya_ishot,24,0
'782589571,turgut_bbblm,11,0
'3996233669,MachsCuglov,44,394
'453607770,marcelorobert24,17,71
'1311217494,soflopl,31,0
'364888268,JavierJavierJa1,3,0
'4134665297,ajhartheboss,18,0
'888719137580646400,Sal21000552,7,0
'1213312705,FailStopper,14,114
'298264998,tai_530,90,0
'2410205909,JajarParis,16,0
'716871422,Fedecatta_,17,0
'25492367,Almacska,16,0
'2941124033,brodes30,11,0
'166902068,whdmsqlc,2,0
'1463201701,pastore_carmine,73,0
'2155427994,Mefiutek341,13,0
'876650466209394688,wanglcx,10,0
'3282490657,Angela57608304,5,5
'3921264520,amie_loutos,20,0
'489877307,gemzbrown90,37,0
'745017187010764800,RSMlody,8,0
'1025229434,toohotman,82,0
'127330717,xXxDamii3nxXx,39,401
'1105432819,K_blt1,57,0
'532575656,MDalebo,13,0
'3016019654,GuldanNoelle,38,0
'1614282451,EthanfromKtown,15,0
'2437561128,SauliusGanibalo,70,664
'584606700,akashpashine,5,0
'2357643607,futurelonglong,28,0
'895335188,joe_ellada,8,0
'3930609201,perryjocharity1,51,0
'185089574,eenaAB,12,0
'117603238,chul222,40,0
'1445088553,489336249,14,0
'1371650539,q_309424956,13,0
'451079742,FreddyObrayan,12,0
'474296806,GEHoward1,13,0
'764841621586190336,pluto_zhou,30,217
'179606174,Andersovisk,42,0
'402119551,JulianMharzi,54,499
'1625191465,AlexJimyhofmann,5,0
'469706730,viveksingh506,31,0
'920304593371676672,xyzglp1,22,195
'535438740,kscrr91,5,2
'230403572,hanzou0817,2,0
'932770034430169088,JesustahJuan,5,0
'1086715134,ErayEskky,77,297
'574751261,alezinh40062336,90,414
'2535214291,643625249,19,0
'609113380,Jasminhegemann,3,0
'1483993202,chrisdariusBrow,83,0
'3252336419,Marcelolclima,33,0
'2194558593,NiglTim,3,0
'1263667710,jelNb,21,0
'260396859,nonisaft16,18,0
'742449822,lawalsi,23,0
'2391410225,GlennReyes10,33,0
'2387747851,Phenomenon9701,10,0
'224249282,villa_87,12,0
'441904822,davidebassi2,7,0
'889507248799719427,MartyMaryKay,48,0
'308928171,AnzieDickie,15,0
'2214569730,patricklevasseu,14,0
'246025560,raden_bhajol,6,0
'1484838966,LizaNedopekinal,101,695
'490712659,Abade_alnazer,37,0
'600174701,nmohova,24,0
'2787708649,JiOvOue,11,0
'96463332,momtobe_4u,39,0
'295028624,muhmmadramli,23,76
'1276313540,louphiapac,12,0
'2793051859,wardensnyder,2,15
'826619984180678656,VictorWinyu,44,0
'133579256,kjwtw,34,0
'1679890826,emrankhan125,9,0
'2587140194,ahmadcaptain1,9,0
'157889564,AvidReader0_0,168,0
'2495690844,erictyao,2,0
'276635935,GustavoSt2,17,0
'2859295568,ivelostyouu,11,0
'2282120140,SJeanteur,25,0
'599918304,germanpepebb,51,0
'250059119,crystalmsj,38,0
'289033045,dionne_mc,86,0
'299814005,AnteGamisou3,10,0
'284337063,molly53536,60,0
'196229568,GibsNicht1,1,0
'601215529,juguetona1967,4,0
'821741648,DCKband,105,398
'847566253,BurginJimmy,59,453
'1009757232,wilder04076593,35,0
'934370994,Ursra,3,0
'1216128528,Diphatse1,25,0
'94287823,superlancelot,7,0
'1168359210,ChaewonSong,7,0
'516346717,AdrianGrindheim,24,0
'972488682,PierreLeChinois,27,244
'166196714,cinegecipoje,7,0
'302016849,MsCocoDanielle,222,0
'2316844022,braydon_lomm,63,510
'236714054,shimodayosuke,17,0
'207870948,Mr_tonio,4,0
'751860024,szamanta2,0,0
'780357300,800e800e,26,0
'777130207,509Matheus,88,0
'2317114207,zhengyu520,8,0
'744567260811923456,CentiGod,58,440
'962179976610111488,GuFangdi,23,0
'1422719256,reuymoo,6,0
'523282243,459967190,10,0
'3221655362,cheong0000,24,0
'331917516,MollyStandley,24,0
'257387678,jihuni76,1,0
'838491502263304196,Fredrikatumlare,2,0
'24444863,gerry43,65,0
'569179927,kvin_roger,18,331
'1729930417,Dakrua01,6,0
'115335959,shreyas7777,47,0
'460787535,nn1998123,6,8
'2556903103,ZzJiaz,6,0
'421912633,francklynne77,14,0
'1275615942,kojak102,26,0
'945226410,HonzaZlamal,38,0
'355685019,Giovanna_Santos,25,329
'1248603212,cescfab67816064,1,0
'219469283,chuchutorain,17,0
'394691706,ToonSchoon,51,51
'466883942,CordeddaSerena,1,0
'326599824,SPAIIza,35,0
'2292147443,ou_milena,15,0
'1460317998,AdraPara1,20,167
'483013624,lucerna99,10,0
'449921327,tjsfmdl,4,0
'919117651,MaryEllenGerrit,61,540
'3268228987,wn2j4w,23,0
'505781271,pbailey_81,6,0
'2751562828,JXLaodie,8,0
'593525052,JadelesM,6,0
'3173364813,clairebuzon21,25,0
'850635206,MengalNoman,14,0
'21455025,tudorrose24,57,259
'556568444,sdfjk3,10,0
'244889008,danven2,12,0
'1179184178,jumpryjump,26,0
'258922971,Giuseppe_Leo,127,0
'245293316,suekyj81,5,0
'970666158021074944,metallicbonds,51,547
'2936509642,lesbianlanaa,55,0
'828910882402955265,sa_yxny,34,83
'300389054,EminBrahimi,1,0
'2422212228,gdfhsdfh,4,0
'397461393,ahsoliman76,17,0
'2850414179,Z3Leny,6,0
'224673046,huerjinxiaya,18,0
'716184000,kggbiell,11,0
'296216575,michaliu3,40,0
'1373248542,sikiskennn,20,0
'440597304,ngyoung80,0,0
'576420578,Benkos99,29,0
'345363990,MathieuEtienne,7,0
'2300844547,Taiuskild,3,0
'957947468,mike_romeo422,7,0
'280550075,Motowndiva01,22,0
'611970504,Oliver14159458,4,0
'148339628,BrunoB125,69,0
'309476759,AdderiyJeanne,136,0
'895932798,edvinalricson,0,0
'97896547,bang_zai,53,441
'320058153,SookYee91,21,0
'323613330,savannahsgc33,21,0
'3238729872,KWahlster,37,0
'379782739,adityapruthi,69,585
'2220712134,RonFHarper,90,570
'4766581347,ec090585,1,0
'3343029447,GregoireDuponte,7,0
'578203933,PrincessBunion,35,204
'884625254,IvanovDima5,6,0
'2275807728,ddynadiamon,4,0
'551810487,aaa40230te,14,0
'128113091,ConsendeDios,44,254
'3121236531,Carlosjunio2014,10,0
'1302245149,CNimsgern,100,0
'586809209,ibrhim87166014,27,0
'162616836,yhwoo0908,138,0
'2548988623,magiczerolove,6,0
'2772000794,cwt0209991,12,0
'220040074,KevinWoo1982,16,0
'560132813,_Miss__Crazy_,6,0
'518219810,hl1bmp,38,0
'924802532966203392,E1btZd2WXQuESpD,28,0
'3358963852,vEprCO3SYRrdQUs,4,0
'1387907167,twonetown,22,0
'221567799,warmgun79,105,0
'718990578747179009,chickenman1738,14,0
'2237158639,lakshithaweerak,2,0
'3352388860,pipacs29,14,0
'3963278045,SanKuwar,8,0
'523863887,kar9747,43,0
'1452367963,jairocluiz,14,0
'104310877,sergio_225,15,0
'2519486420,RiceaRiceall,24,0
'2533428158,kbogyo,5,15
'455806161,russell9958,12,0
'601680201,sayedmustafa13,9,94
'2538831740,hhhht_,14,0
'1620465896,peter_martell,12,0
'1702084686,dynk02,12,7
'135467108,love91for,13,0
'2325102780,OVERMIND__,11,0
'391893520,Shiggs999,35,0
'733845431965224961,chong123K,6,0
'2281725279,DubistderGrund,19,0
'2744037013,wu_zlin,40,0
'4073498779,Wyattlyon1,71,0
'265693775,TheUniqueGame,17,0
'2735798073,Ellobosoplo,23,79
'2420696650,olaf_horselover,13,47
'2737048826,a38641682,9,0
'597269914,rahmatku72,18,0
'2428360274,LoongLaura,24,0
'2435758904,evgenie609,65,0
'80023857,tshawnda,10,0
'428376779,traceykel,27,0
'2653866547,Dylan_0024,88,0
'287576221,erinrianaz,12,124
'52821383,bomb_man212,12,84
'875156535512625152,MPL4W,50,0
'416370229,MZlARUbiAN,21,0
'453809299,renuszka,6,0
'1408524001,TheMehmetPlayer,49,0
'204574453,pwckim,25,0
'3634523720,DebonairTN,88,0
'1452759505,xandipeterlin,7,0
'1089353556,ayayang_0103,47,0
'2679368743,wonqol,8,0
'312908170,zciszewicz1,6,0
'2480221319,httptides,52,0
'2362466258,liyangping1234,7,0
'466835089,lindsaylouone2,12,0
'392132430,jungdoharm,10,0
'1850872400,nickollass339,16,0
'397818506,julmadjism,10,0
'2279404621,Carolin89807389,21,0
'329216533,SzabBabo,9,0
'2265963826,nemethlaca1995,9,0
'60562155,KarinDenGlada,12,0
'823188338,seledyshk1,28,0
'730538063940571136,KenGames2,31,0
'829006358934482944,yunjiesky,10,0
'856473096,ferhatcan95,29,0
'761487661,vinzaustria,65,0
'734909023,AustinShowman,52,0
'452384132,falconcino97,8,25
'579249633,BosaSharon,99,0
'528266840,KajsaKajsas,7,0
'1307786564,VargaNikolett19,7,0
'347507904,ZiglarJustin,115,0
'318744817,EllisGraham1,44,0
'555377002,NickosFR,161,1210
'2981832983,Sh4d0s,10,0
'1225910166,cinaraprusch,50,0
'1192058022,galygirl4,55,0
'849188623,nony7868,71,0
'363146237,Letsvansavis,38,0
'1693490629,AssBanKJ,18,0
'2303992092,RobertKillen1,55,0
'727884174,myno111,29,0
'405172562,tasmania77,8,0
'2749480864,FuocoFrancesca,28,0
'3304861120,kamneva_kseniya,85,0
'198040866,Rushacts,40,0
'2500431508,origine6,1,0
'48108503,KSPigPen,39,0
'317174130,skgml1104,6,0
'346978914,aoffy15,28,0
'615275538,VaniMiss,16,0
'512815956,hahaha500000,25,0
'612993426,belkadiradia,6,0
'561818870,pontitaundara,8,0
'1616091140,GettleJeff,62,0
'2537461657,SharkyDead,45,0
'249020070,Hyeon_90,3,0
'216143296,gerry4417,11,0
'1266981253,GENNAROPECCARIN,21,0
'713896413537521664,riggirl122,38,0
'1070722699,JonathanChiuso,8,0
'2187397812,truthseeker2526,23,139
'333837285,galkvenes,0,0
'414322216,69uppy,7,0
'1957867969,HoodBossSays,20,0
'266805570,yanyandita,52,0
'3244131399,NofauGamer,48,0
'41530856,BradyBunch6,27,0
'1977101330,jamessimon105,2,0
'1515609763,pasnyuk,23,0
'1058052686,incubus_bonum,13,0
'154700537,Tecome1,83,0
'3189519521,humanitarianaus,12,0
'180705740,Smileduck7,84,0
'730577459293249543,dankspankey,15,84
'371483850,FabiulaBuono,69,0
'3712075453,dolf_wmg,27,0
'74354763,patarsamosir,130,0
'3641229737,KamilGodawski,24,0
'806156624259911680,Give_CSGO,485,0
'3944193625,krishsee987,100,0
'2737939281,chrchrobd,26,0
'298839295,warren1822,48,0
'470495096,davidsperandeo,0,0
'327863213,AdamJaness,5,0
'170113207,pedro_ponces,31,0
'813311762208608256,TWOGUYZMAXEDOUT,134,0
'2263955958,MatrasMateusz,8,66
'2202499458,nascar90020,2,0
'2233105629,LiupeixPaxon,7,0
'1241705011,kcho_j,139,0
'791654989986922496,nicol3ann3,9,0
'1131546414,syanti_lee,18,0
'311272906,SuinDong,63,289
'186607801,b_kaimuloa3,77,0
'308986305,andybrendy,77,0
'1956714110,somnus_gfy,10,0
'2980797950,radiodourolito1,74,0
'762650686559440898,Ennis_Tian,6,0
'1055684994,indaleciofn,19,0
'3344124947,erikqqj,13,0
'439429797,_rir,53,0
'3024530805,lreally_l,5,0
'561491174,MW3Of,33,226
'755032201,Kethta,6,0
'2940074338,Onxrr,7,0
'2452036250,cristhian_rosa1,4,0
'435032450,BerryMilli,3,0
'421958397,rickysamu,20,0
'1477459614,CaihongYu,49,0
'2260904430,mariokingpt,42,0
'1548115994,dennisyxj,92,0
'904315204724330496,Wongnagy,30,0
'932700043,igorogatto,31,51
'365319755,Cbernissy1,50,0
'518300132,MartinHan1,66,0
'2573710002,Madi0309,18,256
'1094541564,PoduchaFifi,67,0
'911416466,jenny1212gurl,164,0
'196859290,LUISENRIQUE01,11,0
'411076693,roundhouse37,20,0
'144041699,aotha,34,0
'316606811,58123111,26,0
'1494768943,dani04396810,31,0
'241251246,cfranko675,15,0
'630414477,HorvthAttila17,1,0
'2240726671,kunyao888,11,0
'1690822153,461436786,29,0
'4777181130,MChenYanF,14,0
'2193556605,bige_1,42,0
'888922841697091585,DannBerde,55,1042
'300685231,AllenMocke,138,0
'601408656,eduardo75739643,43,0
'1184948761,LizBreakfield,88,0
'831796375,MathieuValette1,13,0
'244445072,1814h,2,0
'817558441472311296,kskadrian,13,0
'1019793272,meritales,37,0
'440741608,applesong1234,24,0
'4493936899,Starkyangs,54,0
'2293832512,NathanLheureux,29,0
'2723208306,yearfunny,4,48
'585454649,LorraineClemett,68,0
'75768239,Bast_lion,28,0
'49558325,jb12121234,2,0
'397875260,Yantoteq2,95,0
'3055654483,realtongling,18,0
'880949547224113152,lancalancalanca,8,0
'2863219878,jessi112234,6,0
'410026595,AvonicaF,8,0
'760490373483487233,yimoqiao,6,0
'173974550,ellider102,41,0
'451382756,Shadez_eRa,8,0
'506386002,T_Pigou,6,0
'1660218865,vitalik4456,211,0
'1495050061,laurus6111,10,0
'943314174,JackoKuhndt,15,0
'933027470,ChristyBergeron,2,0
'1239552169,603517921,10,0
'924792499121487873,Meiyilee66,3,0
'2333284286,felipebanhara1,12,16
'1730813773,KlearlyCrystal,23,0
'91451331,decbrill,170,0
'355363619,msizimncedisi,38,0
'1956894116,Jinsh0,7,0
'3204575488,eliseeriksen01,8,0
'165293225,hawaiigogo,8,0
'332189145,tiener__things,58,0
'4913838674,IrresistibleKUN,26,0
'2196135432,0930117075,56,0
'19020466,Doherty001,23,0
'767539982,PieAmodeo,10,0
'3152384893,believingthe941,11,0
'315709401,hanin06,27,0
'519035407,90Ymail,26,0
'3187744970,staasss1,96,0
'336620229,hotba3835,35,258
'2205301639,allykaka3,2,0
'460746972,YoungHummma,33,0
'1868689518,HabboBuzzTweet,75,209
'1381306987,naser9820,47,0
'589978855,289429227,6,0
'1902606511,82bowds,109,494
'3352111427,Zocktastic,9,0
'745524163389992960,party_stupid,80,347
'2524382479,Jenniferasd1,2,0
'364277550,moneywithmenow,120,0
'2395063778,JeanLucSills1,3,0
'272135640,ShykwonSunchild,17,0
'2617640042,boguslawmenel,50,0
'2592554778,zhu0117,33,0
'1020797420,xdmanx4343,40,0
'266877067,luiscarlosl6,76,0
'2721050480,pengpengxd,8,0
'743503801445818369,Leonaideslim96,26,0
'2158712381,Sanogofils,21,0
'2774079310,Andieily,40,0
'3748974737,Yukiisaku,28,0
'228658806,ohji5243,105,0
'242677049,lixiang184,7,0
'1894140168,wisteriazayn,16,99
'1666340408,Bigboy_Rose,75,208
'236128043,inyongi,14,0
'279328923,down2earth06,101,0
'983634788,lusipan1,45,0
'2301364213,semsemich1,22,89
'2566546944,AsterShakeel,51,0
'449311382,EmerettWu,28,0
'2649590550,pedescoll98,14,140
'1681991029,FidenceCon,143,0
'1260041546,Juszti2001,0,0
'1058620897,joanna_husak,33,0
'1060595114,Sakshamgoswami,43,0
'938884911322210304,KTechasot,17,0
'827208457,Gaby378807318,6,0
'3649899684,hahaehfudvn,6,0
'399195511,Krommash,28,0
'2794032802,deepblack008,17,0
'303010259,CPHOHZ,46,0
'2782018148,moonlighteric,13,0
'240786453,brambatti12,122,0
'901049395,arthon28,19,0
'194480226,bugan_88,31,0
'58928367,29staja,15,239
'395389810,ewdardenri,5,0
'616842932,wilsonniu,11,0
'1076647363,jcauthan88,16,0
'2374674998,785633992,9,0
'3386024153,nschichichi,21,0
'125414601,1sheepworld1,4,0
'880344996,Lucas_limaGame,69,0
'2208081292,cermakd,17,0
'786622453967564800,yNeon13,27,0
'146037840,Meg3026,35,0
'773125772,SimoneSchumann,12,0
'356739057,zero5295,48,0
'270504298,evildews,29,0
'239462840,StylingIconz,343,151
'525105700,kaijunyun0506,21,0
'2945889218,RaulErquiaga,23,199
'2769188740,Szusszo,16,0
'1431345590,dylanseverin,4,0
'883030823158657024,Thaats_tee,64,0
'2465650044,EchoGGG,7,0
'2882859108,K62PmyaXxYCTjeo,30,0
'743994128,JennaBarrosRAWR,25,0
'861563928,OuJunJie,49,0
'517362514,erneavila1,13,0
'711717652,waleed_salahh,10,0
'1060213148,bucilee10,10,0
'543647623,kmy127127,4,0
'1248559261,eudy0107,13,106
'356959780,sori0219,41,0
'584126237,Namco44malika,43,0
'4167420793,ElenaTauriello,58,0
'717464498,JebusKrist,79,0
'1105946263,Slenderman345,46,0
'312436659,mjdol,6,0
'935577621248860160,pontusla02,1,5
'2360351174,fish4kevin,75,0
'578806921,raymondmtya,19,0
'757524865,uponon,68,0
'3973020201,JoeColes14,12,0
'847852296264232960,zuqiuxiaobu,6,0
'2837920512,HMRifaideen,2,0
'470751134,Gata201Larissa,54,0
'4921803972,HubertWang3,2,0
'248547501,cohenc14,0,0
'3375334877,MuckJakub,84,0
'3207840573,romayckin2005_i,48,0
'1708782816,ruitertuti,131,0
'373908865,tejassuthar1,6,0
'2791512123,princekris89,15,0
'2230865219,eydjdjdd,8,155
'395878312,rllzINS,15,321
'463678995,llk57,9,0
'27286606,mskim6702,98,0
'1182378440,brucevoice19,2,0
'80678258,steve3q,32,0
'373789869,kuaisanmiao,14,89
'818236724136607749,krystlemay5,2,0
'303141063,ksh1329,15,0
'1466983855,MaryPie88,4,0
'13039252,littlewhite,20,3
'413799014,D_Doherty94,15,0
'205145293,shelvy88,12,0
'216692820,DaveLiima,54,0
'938243461,iDreamZQ,7,0
'234328775,katya_elise,24,0
'361439102,ferreirinhaluk,139,0
'165752628,Rickrper,14,0
'625830022,DR_MEAD,68,0
'3310325029,gegiizz,8,0
'733253311,melok12008,10,0
'703189728514826241,jack806676,5,0
'372039152,NarutoPhilipe,23,0
'182043629,tototreck,103,0
'482185109,GabielaAlves1,26,0
'3349575089,Natalie__220,41,0
'306234580,FeatureHD,0,0
'875223650,wjchao,8,0
'398364288,sthefanisp,59,0
'2397645065,akrec2005,35,0
'1645756154,YeskaHoward,110,0
'2189827478,uemy8155,20,0
'219314141,ballantines22,15,181
'295175074,trgrintf,4,0
'2180764049,jana_milius,3,0
'201766329,CclaireC,11,0
'1556769451,tjdals0135,23,0
'778254858,AfrazFawad,14,320
'1696034384,monnyi86,15,0
'180446726,diana_love_24,17,0
'538357676,GiovannaBerton1,65,0
'2779030373,shuttleworthbr1,29,0
'705018696,gutao100,5,0
'1471593577,xiaoyang1992,22,0
'608677346,LalondeCaleb,13,0
'2833978489,amupravhaoo,6,0
'981377780,fab_oo,25,208
'2338470177,piannnna,16,0
'389291067,fishence,2,0
'419862060,MARCELOCHAIB,39,127
'1107724040,GromVoyager,0,0
'461413024,gomesademar,43,0
'370980357,kellyfleck1,13,14
'143146139,Addedencoole,34,0
'724767872,kevinrodolfoalv,45,0
'757979304940670980,Humike77,10,0
'2981372508,ScorpioMercy,10,0
'107389513,Paopanta,49,0
'1380122449,rd2112,22,0
'65745292,_Letti_,2,0
'2222157229,Prototype477,5,0
'2708710676,Austinzy0929,25,0
'780159920,bouissou_eudes,9,111
'277742722,bsp0764,0,0
'358883949,iAlexFTW,11,0
'1012118618,Justyna17829914,1,0
'772321081302528000,ccqqyy66,12,0
'859743832644100096,bewwy_6,4,55
'125950491,kimjitae007,71,0
'827183606195957760,lnwloso,3,0
'3103346286,SHEENEESHEENEE,26,0
'1570798776,douglaskl10,21,53
'451839834,NATIJFULLER,6,15
'380730854,ngmjjang77,39,0
'1384708572,IvantourChemal,40,0
'2582011543,KGamesEN,14,0
'840368018978889728,a00770814,10,0
'874088042679500800,MartinDudeJinx,7,0
'417611237,DibyaKumari,147,738
'3244088828,zhouzhoujoy,14,0
'1643439084,marchkaizoo,1,0
'1335123968,bdani91,9,0
'2579860572,SadafZahra16,17,0
'884733926,usmanaf06946544,107,0
'3079807774,Booyah32Kun,12,0
'1294449330,dandan_tong1,13,0
'1323117434,Nikkip88Nikki,16,0
'734442194,Dynal_M,489,0
'2263034516,Directioers6,37,0
'2694902623,haomeizuimei,6,0
'303825166,thomasaustin1,1,0
